f_preferred_name,Fe,C,O,Mg,Si,S,Ca,Ti,f_ra,f_dec,f_x,f_y,f_z,f_dist,f_disk,f_spec,f_vmag,f_bv,f_u,f_v,f_w,f_teff,f_logg,f_mass,f_radius,
HIP 77738 ,0.08 ,-0.22 ,-0.12 ,0.18 ,0.31 ,0.81 ,0.18 ,0.02 ,238.0689855 ,55.8267138 ,-29.353 ,-47.101 ,81.746 ,98.81 ,thin ,G8III ,5.81 ,0.972 ,-29.80 ,-19.60 ,-21.10 ,5000.0 ,3.15 ,,9.10 ,
HIP 77740 ,0.14 ,0.186 ,0.0205 ,0.125 ,0.102 ,0.081 ,0.165 ,0.145 ,238.0731172 ,-18.4360539 ,-16.738 ,-26.862 ,-10.551 ,33.36 ,thin ,G1V ,7.25 ,0.628 ,3.50 ,12.70 ,-8.20 ,5870.3 ,4.46 ,1.06 ,1.06 ,
HIP 110512 ,-0.25 ,-0.17 ,-0.03 ,-0.023 ,-0.15 ,-0.227 ,-0.13 ,-0.06 ,335.8103091 ,-25.8422852 ,46.326 ,-20.810 ,-24.597 ,56.43 ,thick ,G2V ,7.86 ,0.610 ,-67.80 ,-40.30 ,-57.90 ,5771.8 ,4.21 ,1.03 ,1.40 ,
HIP 77749 ,0.201 ,0.07 ,0.02 ,0.26 ,0.116 ,0.18 ,0.19 ,0.2345 ,238.1406225 ,-1.9063285 ,-21.432 ,-34.486 ,-1.351 ,40.63 ,thin ,G6V ,7.88 ,0.670 ,-29.20 ,-14.80 ,-1.00 ,5798.0 ,4.46 ,1.04 ,1.01 ,
HIP 77760 ,-0.47 ,-0.3025 ,-0.29 ,-0.307 ,-0.39 ,-0.5 ,-0.32 ,-0.28 ,238.1689213 ,42.4515141 ,-6.158 ,-9.920 ,10.681 ,15.82 ,thick ,G0VFe-0.8CH-0.5 ,4.62 ,0.563 ,-41.50 ,11.10 ,-68.10 ,5770.6 ,4.11 ,1.04 ,1.75 ,
HIP 110529 ,0.14 ,,,0.17 ,0.22 ,,0.15 ,0.11 ,335.8785377 ,-24.7626629 ,67.337 ,-30.152 ,-34.033 ,81.25 ,thin ,K0IIICNII ,5.54 ,0.979 ,-35.20 ,-11.30 ,-11.20 ,4944.7 ,2.83 ,,8.81 ,
HIP 110532 ,-0.07 ,-0.23 ,-0.45 ,0.08 ,0.06 ,0.2 ,-0.05 ,-0.29 ,335.8839675 ,-7.1944148 ,128.975 ,-57.737 ,-17.837 ,142.43 ,thin ,G8Ib/II(w) ,5.92 ,0.998 ,-5.20 ,-2.60 ,14.30 ,4910.0 ,2.88 ,,12.37 ,
HIP 44997 ,0.028 ,0.021 ,-0.068 ,0.043 ,-0.03 ,-0.0165 ,0.0205 ,-0.002 ,137.4744144 ,14.4567630 ,-34.538 ,31.677 ,12.082 ,48.40 ,thin ,G5 ,8.30 ,0.665 ,-25.00 ,11.30 ,-38.40 ,5735.7 ,4.48 ,1.02 ,0.98 ,
2MASS 19573158+4535320 ,0.22 ,0.15 ,0.01 ,0.19 ,0.2 ,,0.23 ,0.2 ,299.3816213 ,45.5922668 ,106.324 ,-188.837 ,221.240 ,309.70 ,N/A ,,,,,,,4772.0 ,4.51 ,0.77 ,0.81 ,
HIP 45002 ,-0.16 ,,,-0.009 ,-0.067 ,,-0.0975 ,-0.0345 ,137.4877716 ,-52.0828602 ,-40.142 ,36.799 ,-69.909 ,88.62 ,thin ,K1III ,6.22 ,1.023 ,-43.10 ,-31.30 ,-14.40 ,4726.0 ,2.80 ,,8.20 ,
HIP 116727 ,0.18 ,0.145 ,0.17 ,0.27 ,0.255 ,0.41 ,0.13 ,0.28 ,354.8370897 ,77.6323626 ,2.888 ,-0.261 ,13.226 ,13.54 ,thin ,K1III ,3.22 ,1.031 ,22.80 ,-37.70 ,-1.20 ,4809.3 ,3.23 ,,,
HIP 77772 ,0.37 ,0.44 ,0.24 ,0.32 ,0.38 ,0.24 ,0.24 ,0.33 ,238.2170042 ,-37.3985867 ,-43.485 ,-70.180 ,-63.119 ,103.92 ,thin ,G3V ,7.73 ,0.652 ,-14.70 ,-2.60 ,-17.30 ,6276.0 ,3.75 ,1.23 ,2.44 ,
2MASS 19413907+4615592 ,0.29 ,0.25 ,0.2 ,0.25 ,0.24 ,,0.27 ,0.22 ,295.4128279 ,46.2664903 ,194.725 ,-409.853 ,474.276 ,656.38 ,N/A ,,,,,,,5502.0 ,4.39 ,0.97 ,1.11 ,
HIP 12247 ,0.01 ,-0.17 ,-0.05 ,0.135 ,0.135 ,0.5 ,0.095 ,0.07 ,39.4241741 ,-3.3961741 ,78.083 ,64.193 ,-5.999 ,101.26 ,thin ,K0III ,5.66 ,1.021 ,-6.50 ,-25.30 ,-7.90 ,4871.7 ,2.71 ,,11.29 ,
HD 144589 ,-0.025 ,0.03 ,0.02 ,-0.127 ,0.016 ,-0.111 ,0.055 ,0.126 ,241.9117358 ,-29.9624664 ,-92.344 ,-173.030 ,-113.064 ,226.38 ,N/A ,,9.80 ,,,,,6169.5 ,4.28 ,1.24 ,2.23 ,
2MASS 19241510+4729052 ,-0.12 ,-0.13 ,-0.17 ,-0.13 ,-0.12 ,,-0.1 ,-0.1 ,291.0629356 ,47.4848041 ,125.344 ,-325.464 ,380.409 ,516.09 ,N/A ,,,,,,,5411.5 ,4.53 ,0.94 ,0.87 ,
HIP 77790 ,-0.12 ,-0.13 ,-0.12 ,-0.12 ,-0.11 ,,-0.09 ,-0.12 ,238.2686499 ,53.8710283 ,-9.145 ,-14.788 ,23.819 ,29.49 ,thin ,K0 ,8.28 ,0.835 ,29.30 ,8.20 ,2.30 ,5199.0 ,4.58 ,0.88 ,0.79 ,
2MASS 19323844+4852522 ,-0.14 ,-0.04 ,0.02 ,-0.12 ,-0.2 ,,-0.12 ,-0.11 ,293.1601411 ,48.8812192 ,156.100 ,-364.909 ,454.668 ,603.53 ,N/A ,,,,,,,5230.0 ,4.60 ,0.89 ,0.78 ,
HIP 110560 ,-0.49 ,-0.33 ,,-0.16 ,-0.33 ,,-0.28 ,,335.9545263 ,24.3925375 ,162.386 ,-72.453 ,80.633 ,195.24 ,N/A ,F9 ,10.57 ,0.573 ,,,,5831.3 ,4.17 ,1.04 ,1.38 ,
HIP 12262 ,,0.14 ,0.12 ,-0.06 ,0.05 ,0.2 ,-0.04 ,-0.16 ,39.4707021 ,65.3186694 ,25.771 ,21.222 ,72.646 ,79.95 ,thin ,F8 ,7.50 ,0.562 ,8.70 ,-17.40 ,-27.30 ,6036.4 ,3.89 ,1.13 ,2.08 ,
HIP 77801 ,-0.36 ,-0.13 ,-0.16 ,-0.24 ,-0.33 ,-0.185 ,-0.27 ,-0.295 ,238.3004041 ,13.1966230 ,-8.880 ,-14.379 ,3.963 ,17.36 ,thin ,G0V ,6.12 ,0.598 ,50.40 ,-29.00 ,22.30 ,5813.0 ,4.46 ,1.05 ,0.96 ,
HIP 12273 ,-0.02 ,-0.27 ,-0.1 ,0.18 ,0.05 ,0.32 ,0.02 ,-0.01 ,39.5084624 ,72.8182529 ,18.682 ,15.405 ,78.314 ,81.97 ,thin ,G8III ,5.18 ,0.896 ,11.60 ,5.10 ,0.40 ,5080.0 ,2.93 ,,9.23 ,
HIP 77810 ,0.09 ,0.075 ,-0.04 ,0.02 ,0.01 ,,0.11 ,0.08 ,238.3333758 ,4.2532495 ,-24.187 ,-39.214 ,3.426 ,46.20 ,thin ,G5V ,8.08 ,0.627 ,-18.10 ,-5.60 ,-10.20 ,5935.0 ,4.50 ,1.08 ,0.99 ,
2MASS 19270649+0123013 ,0.1 ,0.005 ,0.015 ,-0.11 ,-0.185 ,,-0.02 ,0.035 ,291.7770603 ,1.3837104 ,79.104 ,-198.004 ,5.150 ,213.28 ,N/A ,,12.57 ,,,,,5636.0 ,4.62 ,0.97 ,0.94 ,
HIP 77818 ,-0.37 ,-0.325 ,-0.17 ,-0.1865 ,-0.3 ,-0.31 ,-0.2915 ,-0.27 ,238.3454937 ,-61.3631875 ,-13.340 ,-21.638 ,-46.551 ,53.04 ,N/A ,F8/G0V ,8.19 ,0.578 ,,,,5871.0 ,4.40 ,1.06 ,1.10 ,
2MASS 19095484+3813438 ,0.205 ,0.175 ,0.105 ,0.185 ,0.195 ,,0.19 ,0.14 ,287.4785277 ,38.2288672 ,54.471 ,-172.985 ,142.863 ,230.87 ,N/A ,,,,,,,5640.0 ,4.34 ,1.00 ,1.11 ,
HIP 12294 ,-0.99 ,-0.86 ,-0.76 ,-0.83 ,-0.73 ,,-0.74 ,-0.83 ,39.5895977 ,2.4456583 ,157.945 ,130.615 ,8.754 ,205.14 ,N/A ,F8 ,10.53 ,0.474 ,,,,6058.6 ,4.27 ,1.12 ,1.39 ,
2MASS 19484074+5008505 ,0.32 ,0.61 ,0.55 ,0.23 ,0.31 ,,0.41 ,0.23 ,297.1697878 ,50.1473977 ,114.096 ,-222.294 ,299.338 ,389.92 ,N/A ,,,,,,,4717.5 ,4.11 ,0.76 ,1.26 ,
HIP 77835 ,-0.17 ,0.13 ,0.33 ,-0.1 ,-0.19 ,-0.04 ,0.12 ,0.01 ,238.3952905 ,16.0749345 ,-42.472 ,-69.025 ,23.354 ,84.34 ,thin ,F5.5IV+ ,6.22 ,0.413 ,8.60 ,-2.00 ,-9.90 ,6631.6 ,3.52 ,1.38 ,3.31 ,
HIP 45069 ,-1.265 ,,,-1.31 ,-1.31 ,,-1.08 ,-1.05 ,137.7004195 ,46.3768763 ,-228.448 ,207.868 ,324.078 ,447.69 ,N/A ,sdF5 ,12.08 ,0.490 ,,,,6249.8 ,4.21 ,1.20 ,1.36 ,
HIP 77838 ,0.07 ,-0.55 ,,0.05 ,-0.13 ,-0.38 ,-0.35 ,0.09 ,238.4023287 ,68.7201143 ,-8.895 ,-14.460 ,43.589 ,46.78 ,thin ,F5 ,6.75 ,0.544 ,4.10 ,10.90 ,13.20 ,6262.5 ,4.11 ,1.22 ,1.61 ,
HIP 12306 ,-0.47 ,-0.31 ,-0.12 ,-0.225 ,-0.34 ,-0.23 ,-0.34 ,-0.27 ,39.6160936 ,30.8166275 ,22.984 ,19.025 ,17.798 ,34.74 ,thick ,G0.V ,7.37 ,0.583 ,133.20 ,-31.70 ,-37.00 ,5774.3 ,4.31 ,1.05 ,1.07 ,
HIP 45075 ,0.57 ,,,-0.01 ,0.4 ,,-0.05 ,0.35 ,137.7293353 ,63.5136290 ,-12.501 ,11.364 ,33.905 ,37.88 ,thin ,kA4mF3III ,4.65 ,0.381 ,15.80 ,-14.10 ,9.60 ,6457.5 ,4.10 ,1.68 ,2.40 ,
2MASS 11213511+1811452 ,-0.85 ,-0.98 ,,-0.73 ,-0.79 ,,-0.69 ,,170.3962758 ,18.1957112 ,-156.802 ,26.532 ,52.274 ,167.40 ,N/A ,,10.98 ,,,,,5882.5 ,4.28 ,1.05 ,1.00 ,
HIP 45081 ,-0.165 ,,,-0.1 ,-0.1 ,-0.15 ,-0.12 ,0.11 ,137.7446410 ,67.4647901 ,-20.810 ,18.906 ,67.759 ,73.36 ,thin ,F5V ,7.71 ,0.444 ,-57.70 ,-41.40 ,-10.20 ,6434.5 ,4.18 ,1.30 ,1.54 ,
HIP 110618 ,-1.47 ,-1.22 ,-0.87 ,-1.06 ,-1.15 ,,-1.155 ,-1.29 ,336.1536898 ,-72.2554151 ,7.926 ,-3.504 ,-27.081 ,28.43 ,thick ,G9VFe-3.1CH-1.5 ,5.29 ,0.660 ,-140.90 ,-129.50 ,-66.20 ,5208.5 ,3.47 ,,3.02 ,
HIP 77853 ,-0.23 ,-0.22 ,-0.21 ,,0.12 ,0.13 ,0.03 ,0.06 ,238.4564133 ,-16.7292922 ,-25.524 ,-41.580 ,-14.664 ,50.95 ,thin ,G9IIIb ,4.16 ,1.003 ,5.10 ,40.50 ,6.30 ,4746.5 ,2.76 ,,12.25 ,
2MASS 03504432-0605400 ,0.06 ,-0.02 ,,-0.07 ,0.09 ,,-0.06 ,0.06 ,57.6845384 ,-6.0948971 ,5.284 ,8.354 ,-1.056 ,9.94 ,N/A ,,,,,,,3305.0 ,,,,
2MASS 03092855+3040249 ,0.22 ,0.24 ,0.12 ,0.135 ,0.205 ,,0.135 ,0.17 ,47.3689279 ,30.6735747 ,72.657 ,78.928 ,63.630 ,124.73 ,N/A ,,11.57 ,,,,,4927.5 ,4.50 ,0.81 ,0.82 ,
HIP 110649 ,-0.02 ,-0.01 ,,-0.09 ,0.04 ,,,0.11 ,336.2348836 ,-57.7974513 ,9.970 ,-4.390 ,-17.298 ,20.44 ,thin ,G2IV-V ,5.31 ,0.665 ,-7.60 ,-36.70 ,-1.50 ,5652.7 ,4.03 ,1.01 ,1.71 ,
HIP 12347 ,-0.04 ,-0.06 ,,-0.027 ,-0.084 ,,-0.013 ,0.101 ,39.7443520 ,-2.5873405 ,37.975 ,31.577 ,-2.232 ,49.44 ,N/A ,K0V ,9.15 ,0.805 ,,,,5282.0 ,4.39 ,0.91 ,0.85 ,
HIP 12350 ,0.19 ,0.12 ,0.064 ,0.2285 ,0.173 ,-0.019 ,0.2295 ,0.255 ,39.7533709 ,-8.9279027 ,40.467 ,33.660 ,-8.269 ,53.28 ,thin ,G5V ,6.98 ,0.702 ,-38.70 ,-51.50 ,13.30 ,5708.7 ,4.05 ,1.02 ,2.05 ,
2MASS 19080169+3831315 ,0.06 ,-0.16 ,-0.2 ,,-0.13 ,,0.06 ,-0.02 ,287.0070611 ,38.5254097 ,66.912 ,-218.763 ,182.136 ,292.42 ,N/A ,,10.50 ,,,,,5075.0 ,3.62 ,,3.30 ,
2MASS 19415676+5100486 ,0.19 ,0.1 ,0.42 ,0.07 ,0.15 ,,0.3 ,0.15 ,295.4865535 ,51.0134951 ,123.442 ,-258.959 ,354.433 ,455.98 ,N/A ,,,,,,,6197.2 ,4.08 ,1.19 ,1.64 ,
HD 225711 ,-0.19 ,-0.16 ,0.29 ,0.3 ,-0.1 ,,0.07 ,,296.4890708 ,41.7490896 ,123.690 ,-248.202 ,247.505 ,371.70 ,N/A ,,9.99 ,,,,,6800.0 ,3.70 ,,3.09 ,
2MASS 02331396+3021377 ,0.07 ,-0.22 ,0.24 ,,0.06 ,,0.11 ,0.06 ,38.3081438 ,30.3604999 ,191.001 ,150.888 ,142.583 ,282.10 ,N/A ,,,,,,,6739.0 ,4.21 ,1.44 ,1.56 ,
HIP 12364 ,-0.41 ,-0.17 ,-0.01 ,-0.28 ,-0.3 ,,-0.33 ,-0.155 ,39.7903018 ,-26.3187169 ,47.807 ,39.818 ,-30.775 ,69.41 ,thick ,F7WG3V ,8.83 ,0.601 ,10.90 ,-90.10 ,1.20 ,5851.3 ,4.49 ,1.06 ,1.11 ,
HIP 12381 ,-0.18 ,0.04 ,0.08 ,0.01 ,-0.115 ,,-0.11 ,-0.195 ,39.8489190 ,-14.2892562 ,56.362 ,47.040 ,-18.698 ,75.76 ,thick ,F7V ,7.99 ,0.511 ,12.70 ,-60.50 ,-56.30 ,6191.5 ,4.16 ,1.20 ,1.51 ,
HIP 45158 ,-0.19 ,-0.33 ,-0.15 ,0.04 ,-0.12 ,0.22 ,-0.155 ,-0.165 ,137.9947329 ,-19.7476300 ,-72.270 ,65.085 ,-34.914 ,103.33 ,thin ,G8III ,5.73 ,0.977 ,-30.20 ,9.20 ,-5.80 ,4902.5 ,2.64 ,,10.99 ,
HIP 110695 ,,-0.11 ,,0.13 ,-0.01 ,,0.03 ,0.14 ,336.4185099 ,-24.7288156 ,36.864 ,-16.091 ,-18.525 ,44.28 ,N/A ,K2V ,9.52 ,0.925 ,,,,4986.0 ,4.49 ,0.83 ,0.76 ,
HIP 110712 ,0.06 ,-0.06 ,-0.07 ,0.11 ,0.005 ,,0.05 ,0.03 ,336.4631431 ,-75.0156882 ,5.545 ,-2.415 ,-22.595 ,23.39 ,thin ,G3V ,6.12 ,0.599 ,3.00 ,-8.70 ,-13.60 ,5920.5 ,4.29 ,1.08 ,1.22 ,
HIP 77946 ,-0.86 ,,,-0.46 ,-0.565 ,,-0.61 ,-0.65 ,238.7618178 ,5.0700453 ,-72.122 ,-118.909 ,12.339 ,139.62 ,thick ,F0.V ,8.62 ,0.386 ,-145.70 ,-135.60 ,101.60 ,6635.2 ,3.66 ,1.38 ,1.88 ,
HIP 12411 ,-0.15 ,-0.07 ,-0.09 ,-0.06 ,-0.135 ,-0.061 ,-0.1 ,-0.04 ,39.9484222 ,-33.9000460 ,25.732 ,21.552 ,-22.555 ,40.44 ,thin ,G5V ,8.29 ,0.708 ,40.90 ,-68.20 ,-10.60 ,5531.4 ,4.44 ,0.97 ,0.92 ,
HIP 110716 ,0.17 ,0.14 ,0.07 ,0.15 ,0.15 ,,0.15 ,0.14 ,336.4792589 ,35.3648545 ,22.669 ,-9.867 ,17.547 ,30.32 ,thin ,K1V ,8.32 ,0.902 ,-6.40 ,-6.00 ,-38.50 ,5124.0 ,4.53 ,0.86 ,0.84 ,
HIP 40298 ,0.035 ,,,-0.1 ,-0.06 ,,0.04 ,0.055 ,123.4406819 ,63.1039547 ,-11.098 ,16.805 ,39.703 ,44.52 ,thin ,G0 ,8.41 ,0.676 ,52.90 ,2.00 ,2.00 ,5647.0 ,4.51 ,0.99 ,0.91 ,
HIP 45183 ,-0.65 ,,,,-0.55 ,,,-0.4 ,138.1045402 ,-81.7685522 ,-6.539 ,5.866 ,-60.728 ,61.36 ,thin ,F6V ,7.50 ,0.556 ,-44.20 ,44.10 ,8.10 ,6079.7 ,4.05 ,1.11 ,1.65 ,
HIP 77952 ,-0.23 ,0.03 ,0.21 ,-0.19 ,-0.14 ,-0.02 ,-0.03 ,-0.07 ,238.7856652 ,-63.4307383 ,-2.918 ,-4.815 ,-11.257 ,12.59 ,thin ,F1V ,2.85 ,0.315 ,-15.40 ,-18.00 ,-10.80 ,7155.4 ,4.13 ,,,
HIP 77966 ,-0.1 ,,,-0.03 ,0.09 ,,-0.17 ,-0.26 ,238.8399671 ,9.2234292 ,-93.698 ,-154.957 ,29.405 ,183.46 ,thin ,K0(III) ,6.88 ,1.052 ,17.40 ,-6.60 ,-1.70 ,4781.0 ,2.52 ,,11.67 ,
HIP 12436 ,0.21 ,0.245 ,0.18 ,0.2415 ,0.283 ,,0.248 ,0.374 ,40.0132921 ,-61.3542443 ,14.591 ,12.249 ,-34.876 ,39.74 ,N/A ,K3V ,9.46 ,1.027 ,,,,4866.5 ,4.46 ,0.79 ,0.77 ,
HIP 12444 ,0.085 ,0.04 ,0.03 ,0.06 ,0.06 ,0.045 ,0.14 ,0.1 ,40.0517589 ,-9.4528711 ,16.545 ,13.909 ,-3.599 ,21.91 ,thin ,F8VFe-0.4 ,5.80 ,0.524 ,15.10 ,3.30 ,-6.30 ,6267.1 ,4.34 ,1.24 ,1.16 ,
HIP 12450 ,-0.02 ,-0.23 ,-0.16 ,-0.08 ,-0.19 ,,-0.02 ,-0.07 ,40.0734755 ,34.5848477 ,62.776 ,52.812 ,56.561 ,99.64 ,thin ,G5 ,7.59 ,0.909 ,15.50 ,-36.90 ,-44.70 ,4983.0 ,,,4.13 ,
HD 7438 ,-0.288 ,-0.087 ,-0.237 ,-0.199 ,-0.276 ,,-0.218 ,-0.182 ,18.5934622 ,-7.9109037 ,22.550 ,7.586 ,-3.306 ,24.02 ,N/A ,,7.87 ,,,,,5500.7 ,4.58 ,0.90 ,0.77 ,
HIP 110785 ,0.03 ,,0.14 ,0.21 ,0.11 ,0.06 ,0.17 ,0.15 ,336.6557108 ,4.3937793 ,36.722 ,-15.848 ,3.073 ,40.11 ,thin ,F8IV-V ,5.75 ,0.519 ,-51.50 ,-14.10 ,-13.80 ,6193.2 ,4.11 ,1.21 ,2.20 ,
HIP 12483 ,-0.64 ,-0.55 ,-0.16 ,-0.2465 ,-0.3925 ,-0.368 ,-0.364 ,-0.3455 ,40.1615695 ,-30.1353998 ,38.293 ,32.316 ,-29.087 ,57.94 ,thick ,G0Vm-2 ,8.02 ,0.564 ,-121.90 ,-98.10 ,25.40 ,5777.2 ,3.96 ,1.05 ,1.32 ,
HIP 110788 ,-0.33 ,-0.09 ,-0.21 ,-0.35 ,-0.3 ,-0.16 ,-0.38 ,-0.44 ,336.6806092 ,36.7699064 ,37.384 ,-16.115 ,30.422 ,50.82 ,thin ,F8 ,8.08 ,0.584 ,-66.90 ,29.60 ,-19.90 ,5955.8 ,4.31 ,1.10 ,1.04 ,
HIP 12485 ,-0.92 ,-1.15 ,-0.39 ,-0.58 ,-0.64 ,,-0.58 ,-0.71 ,40.1670646 ,-69.2330042 ,39.039 ,32.952 ,-134.721 ,144.08 ,thin ,F9IIIm-2 ,6.59 ,0.660 ,-4.50 ,-70.00 ,-24.10 ,5457.0 ,2.64 ,,7.18 ,
HIP 12486 ,-0.35 ,-0.53 ,-0.42 ,-0.175 ,-0.195 ,0.03 ,-0.2 ,-0.255 ,40.1668126 ,-39.8553732 ,25.394 ,21.434 ,-27.741 ,43.29 ,thin ,K0IIIb ,4.12 ,1.006 ,-12.80 ,-19.60 ,21.50 ,4742.8 ,2.62 ,,10.15 ,
HIP 51233 ,0.15 ,-0.02 ,0.14 ,0.3 ,0.35 ,0.81 ,0.38 ,0.28 ,156.9709057 ,36.7072772 ,-34.307 ,14.583 ,27.793 ,46.50 ,thin ,G9III ,4.21 ,0.908 ,-20.40 ,-29.10 ,-7.00 ,5060.0 ,2.95 ,,,
HIP 78026 ,0.32 ,0.21 ,0.2 ,0.23 ,0.34 ,0.24 ,0.18 ,0.29 ,238.9812620 ,-58.6837204 ,-24.795 ,-41.236 ,-79.087 ,92.57 ,thin ,G0V ,7.93 ,0.629 ,0.70 ,-11.50 ,-4.50 ,6255.0 ,3.98 ,1.22 ,1.86 ,
HIP 78028 ,-0.05 ,-0.008 ,-0.01 ,,-0.033 ,-0.049 ,0.021 ,0.027 ,238.9866070 ,36.7228644 ,-24.221 ,-40.290 ,35.069 ,58.65 ,N/A ,G5 ,8.64 ,0.643 ,,,,5824.0 ,4.51 ,1.04 ,1.01 ,
HIP 12493 ,0.03 ,,,-0.01 ,0.25 ,,,-0.05 ,40.1786377 ,1.1986777 ,18.276 ,15.433 ,0.501 ,23.93 ,thin ,K7V ,9.51 ,1.185 ,-76.50 ,6.10 ,-31.70 ,4257.8 ,4.70 ,0.66 ,0.73 ,
HIP 12494 ,0.28 ,0.33 ,0.07 ,0.17 ,0.32 ,0.14 ,0.19 ,0.33 ,40.1816404 ,-58.1371951 ,35.946 ,30.357 ,-75.697 ,89.13 ,thin ,G0IV ,7.87 ,0.616 ,35.70 ,-33.00 ,-16.50 ,6276.0 ,4.00 ,1.23 ,1.84 ,
2MASS 19235374+4810413 ,0.03 ,-0.15 ,0.1 ,-0.05 ,,,0.04 ,0.02 ,290.9739251 ,48.1781639 ,128.726 ,-335.800 ,401.914 ,539.32 ,N/A ,,,,,,,6447.9 ,4.18 ,1.31 ,1.54 ,
HIP 110812 ,-0.06 ,0.07 ,-0.09 ,0.03 ,-0.08 ,0.022 ,0.0335 ,0.047 ,336.7599663 ,-62.5245996 ,14.980 ,-6.433 ,-31.350 ,35.34 ,thin ,K1V(k) ,8.78 ,0.867 ,23.70 ,6.70 ,-15.90 ,5144.7 ,4.41 ,0.87 ,0.78 ,
HIP 110813 ,-0.09 ,-0.195 ,-0.08 ,-0.03 ,-0.045 ,0.22 ,-0.03 ,-0.04 ,336.7628010 ,-17.2636564 ,97.536 ,-41.879 ,-32.987 ,111.16 ,thin ,G8IV ,7.60 ,0.882 ,74.20 ,-39.80 ,1.90 ,5069.0 ,3.50 ,,4.62 ,
HIP 45283 ,-0.58 ,-0.455 ,-0.155 ,-0.2315 ,-0.405 ,-0.4385 ,-0.385 ,-0.335 ,138.4359507 ,-42.3104085 ,-30.072 ,26.666 ,-36.585 ,54.35 ,thin ,G2Vm-2.5 ,8.02 ,0.582 ,-21.00 ,-41.10 ,-37.90 ,5818.9 ,4.18 ,1.04 ,1.26 ,
2MASS 19271763+4230583 ,0.11 ,0.07 ,0.15 ,0.08 ,0.09 ,,0.07 ,0.09 ,291.8235096 ,42.5162209 ,265.768 ,-663.677 ,655.469 ,969.92 ,N/A ,,,,,,,5476.8 ,3.94 ,0.96 ,1.74 ,
2MASS 19185014+3940563 ,0.26 ,0.26 ,0.02 ,0.23 ,0.23 ,,0.36 ,0.25 ,289.7089707 ,39.6823158 ,45.019 ,-125.672 ,110.758 ,173.46 ,N/A ,,,,,,,5435.7 ,4.05 ,0.95 ,1.52 ,
HIP 12529 ,-2.09 ,-1.88 ,-1.36 ,-1.67 ,-1.68 ,,-1.79 ,,40.3068310 ,9.7700267 ,122.228 ,103.682 ,27.599 ,162.64 ,N/A ,F2 ,10.18 ,0.513 ,,,,6071.1 ,4.33 ,1.12 ,1.53 ,
HIP 12530 ,0.005 ,-0.1 ,-0.09 ,-0.27 ,0.22 ,0.18 ,0.18 ,0.15 ,40.3083360 ,-0.6956570 ,17.224 ,14.612 ,-0.274 ,22.59 ,thin ,F7V ,5.71 ,0.511 ,-10.70 ,-25.50 ,0.60 ,6303.0 ,,,,
HIP 45301 ,-0.1 ,-0.15 ,,-0.09 ,-0.089 ,,0.018 ,0.226 ,138.4984390 ,-27.5201140 ,-25.561 ,22.616 ,-17.782 ,38.48 ,N/A ,K3.5V ,9.74 ,1.045 ,,,,4788.0 ,4.46 ,0.77 ,0.71 ,
HIP 78072 ,-0.12 ,-0.075 ,-0.04 ,-0.045 ,-0.12 ,-0.22 ,-0.09 ,-0.155 ,239.1132627 ,15.6616082 ,-5.524 ,-9.234 ,3.017 ,11.18 ,thin ,F6V ,3.84 ,0.478 ,57.10 ,-33.80 ,-24.50 ,6288.3 ,4.12 ,1.21 ,1.48 ,
HIP 110843 ,0.31 ,0.37 ,0.209 ,0.333 ,0.2955 ,0.2285 ,0.256 ,0.304 ,336.8528667 ,-49.3659451 ,22.226 ,-9.502 ,-28.168 ,37.12 ,thin ,G6IV ,7.48 ,0.730 ,-38.60 ,-66.60 ,-20.90 ,5650.3 ,4.34 ,1.01 ,1.16 ,
HIP 110852 ,0.2 ,0.19 ,0.13 ,0.186 ,0.2 ,0.082 ,0.2365 ,0.227 ,336.8788399 ,-77.7179249 ,10.610 ,-4.530 ,-52.989 ,54.23 ,thin ,F8V ,7.76 ,0.560 ,-18.20 ,-25.60 ,1.40 ,6239.5 ,4.50 ,1.22 ,1.17 ,
HIP 110853 ,0.16 ,-0.023 ,0.077 ,-0.064 ,-0.059 ,,0.048 ,0.086 ,336.8797445 ,-31.5542069 ,68.724 ,-29.342 ,-45.889 ,87.69 ,thin ,G6V ,7.66 ,0.810 ,-6.00 ,-13.90 ,4.00 ,5456.0 ,3.98 ,,2.78 ,
HIP 45320 ,0.08 ,0.12 ,0.17 ,0.03 ,0.07 ,0.03 ,0.05 ,0.09 ,138.5439597 ,-63.6930308 ,-24.698 ,21.817 ,-66.656 ,74.36 ,thin ,G1V ,7.90 ,0.659 ,-56.50 ,34.10 ,7.90 ,5833.5 ,3.95 ,1.05 ,1.79 ,
HD 147722 ,0.14 ,0.18 ,0.07 ,0.15 ,0.13 ,0.17 ,0.175 ,0.15 ,246.1656596 ,-29.7034195 ,-11.527 ,-26.093 ,-16.273 ,32.84 ,N/A ,,,,,,,5971.9 ,4.22 ,1.10 ,1.34 ,
BD+43 03228 ,0.11 ,0.15 ,0.17 ,0.165 ,0.075 ,,0.115 ,0.1 ,290.9850475 ,43.3145930 ,44.623 ,-116.337 ,117.479 ,171.25 ,N/A ,,10.15 ,,,,,5869.7 ,4.28 ,1.06 ,1.43 ,
